datetime,portfolio_value,cash,positions,return
2023-01-03 08:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-04 09:30:00-05:00,99999.73979126333,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",-2.6020873666876554e-06
2023-01-05 09:30:00-05:00,99999.77712681188,99980.0,"[{'asset': USD, 'quantity': 99980.0}, {'asset': AAPL, 'quantity': 0.15556617037019674}]",3.7335645708402865e-07
2023-01-06 09:30:00-05:00,99999.51479504634,99970.0,"[{'asset': USD, 'quantity': 99970.0}, {'asset': AAPL, 'quantity': 0.23422581180845017}]",-2.6233235020933776e-06
2023-01-07 09:30:00-05:00,99999.51479504634,99960.0,"[{'asset': USD, 'quantity': 99960.0}, {'asset': AAPL, 'quantity': 0.3135845915122146}]",0.0
2023-01-07 09:29:00-05:00,99999.51479504634,99960.0,"[{'asset': USD, 'quantity': 99960.0}, {'asset': AAPL, 'quantity': 0.3135845915122146}]",0.0
2023-01-09 08:30:00-05:00,100000.9133820374,99960.0,"[{'asset': USD, 'quantity': 99960.0}, {'asset': AAPL, 'quantity': 0.3135845915122146}]",1.398593777102164e-05
2023-01-09 09:30:00-05:00,100000.9133820374,99960.0,"[{'asset': USD, 'quantity': 99960.0}, {'asset': AAPL, 'quantity': 0.3135845915122146}]",0.0
2023-01-09 09:30:00-05:00,100000.9133820374,99960.0,"[{'asset': USD, 'quantity': 99960.0}, {'asset': AAPL, 'quantity': 0.3135845915122146}]",0.0
2023-01-10 09:30:00-05:00,100000.8314309992,99950.0,"[{'asset': USD, 'quantity': 99950.0}, {'asset': AAPL, 'quantity': 0.3902305630492578}]",-8.195028967650231e-07
2023-01-11 09:30:00-05:00,100001.29376366759,99940.0,"[{'asset': USD, 'quantity': 99940.0}, {'asset': AAPL, 'quantity': 0.46700010413407034}]",4.623288244465229e-06
