datetime,portfolio_value,cash,positions,return
2023-01-03 08:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-10 09:30:00-05:00,99999.9846451699,99900.0,"[{'asset': USD, 'quantity': 99900.0}, {'asset': AAPL, 'quantity': 0.7675775325221392}]",-1.535483010739469e-07
2023-01-17 09:30:00-05:00,100007.00085376578,99800.0,"[{'asset': USD, 'quantity': 99800.0}, {'asset': AAPL, 'quantity': 1.5352729433702648}]",7.016209673205154e-05
2023-01-24 09:30:00-05:00,100019.47851707618,99700.0,"[{'asset': USD, 'quantity': 99700.0}, {'asset': AAPL, 'quantity': 2.276947634773907}]",0.0001247678982858602
2023-01-31 09:30:00-05:00,100026.62379123502,99600.0,"[{'asset': USD, 'quantity': 99600.0}, {'asset': AAPL, 'quantity': 2.989655223256615}]",7.14388263645116e-05
2023-02-07 09:30:00-05:00,100055.92578336908,99500.0,"[{'asset': USD, 'quantity': 99500.0}, {'asset': AAPL, 'quantity': 3.690426086175907}]",0.00029294192909290473
2023-02-14 09:30:00-05:00,100062.37007015149,99400.0,"[{'asset': USD, 'quantity': 99400.0}, {'asset': AAPL, 'quantity': 4.354260395822563}]",6.440684778996619e-05
2023-02-21 09:30:00-05:00,100052.7477378761,99300.0,"[{'asset': USD, 'quantity': 99300.0}, {'asset': AAPL, 'quantity': 5.01163617290541}]",-9.61633456078026e-05
2023-02-28 09:30:00-05:00,100034.86391481265,99200.0,"[{'asset': USD, 'quantity': 99200.0}, {'asset': AAPL, 'quantity': 5.677415147817502}]",-0.00017874394724570752
2023-03-07 09:30:00-05:00,100077.14095798525,99100.0,"[{'asset': USD, 'quantity': 99100.0}, {'asset': AAPL, 'quantity': 6.357455936152627}]",0.00042262308877227817
2023-03-14 10:30:00-04:00,100059.55073065075,99000.0,"[{'asset': USD, 'quantity': 99000.0}, {'asset': AAPL, 'quantity': 7.008074036253661}]",-0.00017576668524021954
