datetime,portfolio_value,cash,positions,return
2023-01-03 08:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2023-01-03 09:31:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:32:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:33:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:34:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:35:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:36:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:37:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:38:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:39:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:40:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
2023-01-03 09:41:00-05:00,100000.0,99990.0,"[{'asset': USD, 'quantity': 99990.0}, {'asset': AAPL, 'quantity': 0.07675775325221391}]",0.0
